"website_id","session_id","visit_id","event_id","hostname","browser","os","device","screen","language","country","region","city","url_path","url_query","utm_source","utm_medium","utm_campaign","utm_content","utm_term","referrer_path","referrer_query","referrer_domain","page_title","gclid","fbclid","msclkid","ttclid","li_fat_id","twclid","event_type","event_name","tag","distinct_id","created_at","job_id"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","6637bfea-6dbf-5187-addc-9c7fefcb64ab","11380cab-5189-41d2-99bb-966832ef7e3a","d99ea49b-9d72-4caa-8047-8a11b1ca09b1","dev.offerkhao.com","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","","","","","","","","","","",1,"","","","2023-06-02 14:55:06","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","6637bfea-6dbf-5187-addc-9c7fefcb64ab","6c77cc2d-ddc8-4a18-b28f-2f369c007fa5","7fb88b0d-6cd0-4a89-a25d-af8b588b8c35","dev.offerkhao.com","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","","","","","","","","","","",1,"","","","2023-06-05 17:03:14","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","2d9c4bf4-8ac0-5bd2-8daf-905a4b53ecaf","1c697220-bba8-4321-86a2-5ba91c344083","f73372bc-2ffb-431f-b7f4-28c8541eb2bb","dev.offerkhao.com","chrome","Linux","laptop","501x1086","en-US","BD","BD-C","Dhaka","/","","","","","","","android-app://com.google.android.googlequicksearchbox/","","","","","","","","","",1,"","","","2023-05-01 04:28:51","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","be710dd8-6491-509b-851e-5d82a578af9d","7924e0f8-c970-44e6-932b-e9f2adbcabaa","b9ad6d8c-6bfd-4626-a54e-2af901db860b","dev.offerkhao.com","chrome","Android OS","tablet","501x1086","en-US","BD","BD-C","Dhaka","/","","","","","","","android-app://com.google.android.googlequicksearchbox/","","","","","","","","","",1,"","","","2023-05-01 04:30:43","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","be710dd8-6491-509b-851e-5d82a578af9d","7924e0f8-c970-44e6-932b-e9f2adbcabaa","bd4e4d1f-703b-438b-aeda-42d4a7829971","dev.offerkhao.com","chrome","Android OS","tablet","501x1086","en-US","BD","BD-C","Dhaka","/","","","","","","","/popular-areas/wari/burger-xpress-~-wari","","","","","","","","","",1,"","","","2023-05-01 04:30:57","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","be710dd8-6491-509b-851e-5d82a578af9d","7924e0f8-c970-44e6-932b-e9f2adbcabaa","d95c4237-8d82-4176-8ce7-37568bcb01a0","dev.offerkhao.com","chrome","Android OS","tablet","501x1086","en-US","BD","BD-C","Dhaka","/","","","","","","","/popular-areas/wari","","","","","","","","","",1,"","","","2023-05-01 04:31:07","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","0ee5ec95-258e-59d0-85d4-c67976839867","17b42e7e-748f-48a4-a50e-00fdaf8f15e7","dc0d3c33-bfa8-4ea8-963e-7ef1401aa153","dev.offerkhao.com","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-01 15:27:54","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","00cb6ef0-254d-5e03-be93-a357af324717","97867d47-1b17-43e5-9004-f93cebaaff6e","b8b44aa5-d0d4-4f39-a805-58c0460e9649","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-01 15:31:33","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","00cb6ef0-254d-5e03-be93-a357af324717","97867d47-1b17-43e5-9004-f93cebaaff6e","ef030549-fe5e-4e2b-9c0c-c73fe66177c5","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","/","","localhost","","","","","","","",1,"","","","2023-05-01 15:33:38","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","00cb6ef0-254d-5e03-be93-a357af324717","97867d47-1b17-43e5-9004-f93cebaaff6e","df9c2a42-0cf1-4dde-b6cb-8f53a408aa4f","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","/","","localhost","","","","","","","",1,"","","","2023-05-01 15:33:50","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","00cb6ef0-254d-5e03-be93-a357af324717","97867d47-1b17-43e5-9004-f93cebaaff6e","05c3d730-3b1a-4c87-9b67-069b6bc12685","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","/","","localhost","","","","","","","",1,"","","","2023-05-01 15:37:31","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","00cb6ef0-254d-5e03-be93-a357af324717","97867d47-1b17-43e5-9004-f93cebaaff6e","36c716f8-b08a-4271-a384-77f8df571a29","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","/","","localhost","","","","","","","",1,"","","","2023-05-01 15:40:24","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","00cb6ef0-254d-5e03-be93-a357af324717","97867d47-1b17-43e5-9004-f93cebaaff6e","2c72bc95-3df5-45dd-847f-b099025183de","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","/","","localhost","","","","","","","",1,"","","","2023-05-01 15:43:16","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","00cb6ef0-254d-5e03-be93-a357af324717","97867d47-1b17-43e5-9004-f93cebaaff6e","8b38bf8e-db06-4579-a241-846bb30b89f5","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","/","","localhost","","","","","","","",1,"","","","2023-05-01 15:46:43","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","00cb6ef0-254d-5e03-be93-a357af324717","97867d47-1b17-43e5-9004-f93cebaaff6e","a005702e-ef67-4ec2-97ba-216a6d889220","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","/","","localhost","","","","","","","",1,"","","","2023-05-01 15:50:07","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","0ee5ec95-258e-59d0-85d4-c67976839867","bd7ef220-70a4-4e29-bcb9-148827b7d953","4c704fbb-5d6e-4d12-acbc-4852dde73e1d","dev.offerkhao.com","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-01 17:05:47","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","0ee5ec95-258e-59d0-85d4-c67976839867","bd7ef220-70a4-4e29-bcb9-148827b7d953","5382c7a3-7807-42ad-8c43-74a1e83a2c47","dev.offerkhao.com","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-01 17:05:58","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","0ee5ec95-258e-59d0-85d4-c67976839867","bd7ef220-70a4-4e29-bcb9-148827b7d953","1d7e3a1d-3947-4bac-9894-410f881aee16","dev.offerkhao.com","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-01 17:06:07","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","00cb6ef0-254d-5e03-be93-a357af324717","a5cbca79-0e96-43d6-b3a0-313f41fabb18","7de95253-d545-47c8-ac70-f08988130205","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-01 17:06:30","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","00cb6ef0-254d-5e03-be93-a357af324717","a5cbca79-0e96-43d6-b3a0-313f41fabb18","59f80d60-9d5a-42cd-84c6-bb919e9e20e1","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-01 17:06:59","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","2f497f3c-64e9-50ee-9fd6-5a9df4cdcf87","397dd951-6c15-4be0-8b2a-00672f659e7f","2e29bc98-157c-458a-add4-96d4ea4fea6e","dev.offerkhao.com","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-01 17:07:14","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","00cb6ef0-254d-5e03-be93-a357af324717","a5cbca79-0e96-43d6-b3a0-313f41fabb18","e265b809-2d15-4d95-aad3-af3c8cd5fa28","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","/","","localhost","","","","","","","",1,"","","","2023-05-01 17:08:04","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","2f497f3c-64e9-50ee-9fd6-5a9df4cdcf87","397dd951-6c15-4be0-8b2a-00672f659e7f","898e8e60-76f4-49fc-bae9-49c59c628ec6","dev.offerkhao.com","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","/popular-areas/gulshan","","","","","","","","","",1,"","","","2023-05-01 17:08:15","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","2f497f3c-64e9-50ee-9fd6-5a9df4cdcf87","397dd951-6c15-4be0-8b2a-00672f659e7f","e738f396-5479-45c0-aa73-98e85dd19fab","dev.offerkhao.com","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","/popular-areas/gulshan","","","","","","","","","",1,"","","","2023-05-01 17:09:21","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","00cb6ef0-254d-5e03-be93-a357af324717","a5cbca79-0e96-43d6-b3a0-313f41fabb18","bc0785a7-c879-4984-aa05-a5059b969123","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","/popular-areas/wari","","","","","","","","","",1,"","","","2023-05-01 17:13:20","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","0ee5ec95-258e-59d0-85d4-c67976839867","bd7ef220-70a4-4e29-bcb9-148827b7d953","1b9619c7-63f9-45bd-a1e0-207d4cfff262","dev.offerkhao.com","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-01 17:16:19","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","0ee5ec95-258e-59d0-85d4-c67976839867","bd7ef220-70a4-4e29-bcb9-148827b7d953","d6b73a44-eca4-4b59-8ce4-3cca594a7ee9","dev.offerkhao.com","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-01 17:16:36","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","2f497f3c-64e9-50ee-9fd6-5a9df4cdcf87","397dd951-6c15-4be0-8b2a-00672f659e7f","691afa99-3df0-4e39-9919-31dac9215b93","dev.offerkhao.com","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","/popular-areas/gulshan","","","","","","","","","",1,"","","","2023-05-01 17:17:30","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","2f497f3c-64e9-50ee-9fd6-5a9df4cdcf87","397dd951-6c15-4be0-8b2a-00672f659e7f","499b982f-cfd2-4009-aefd-11857600a1fd","dev.offerkhao.com","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-01 17:17:35","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","2d9c4bf4-8ac0-5bd2-8daf-905a4b53ecaf","1c697220-bba8-4321-86a2-5ba91c344083","6a607ecf-e28b-4ce6-bb69-babf68a6f574","dev.offerkhao.com","chrome","Linux","laptop","501x1086","en-US","BD","BD-C","Dhaka","/popular-areas/banasree","","","","","","","/","","","","","","","","","",1,"","","","2023-05-01 04:29:12","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","2d9c4bf4-8ac0-5bd2-8daf-905a4b53ecaf","1c697220-bba8-4321-86a2-5ba91c344083","c0f9db9d-7bdd-4473-8fb8-0da50b557cef","dev.offerkhao.com","chrome","Linux","laptop","501x1086","en-US","BD","BD-C","Dhaka","/popular-areas/banasree/pasta-club-south-banasree","","","","","","","/popular-areas/banasree","","","","","","","","","",1,"","","","2023-05-01 04:29:14","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","be710dd8-6491-509b-851e-5d82a578af9d","7924e0f8-c970-44e6-932b-e9f2adbcabaa","ede06907-f6b9-4003-a380-a49bff6ebcc6","dev.offerkhao.com","chrome","Android OS","tablet","501x1086","en-US","BD","BD-C","Dhaka","/popular-areas/banasree/pasta-club-south-banasree","","","","","","","","","","","","","","","","",1,"","","","2023-05-01 04:29:30","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","2d9c4bf4-8ac0-5bd2-8daf-905a4b53ecaf","1c697220-bba8-4321-86a2-5ba91c344083","a8f70d81-478d-449b-9678-284783487f4f","dev.offerkhao.com","chrome","Linux","laptop","501x1086","en-US","BD","BD-C","Dhaka","/popular-areas/banasree/pasta-club-south-banasree","","","","","","","","","","","","","","","","",1,"","","","2023-05-01 04:30:05","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","be710dd8-6491-509b-851e-5d82a578af9d","7924e0f8-c970-44e6-932b-e9f2adbcabaa","8c14646f-7de1-4708-95f3-1b1e1ec259bd","dev.offerkhao.com","chrome","Android OS","tablet","501x1086","en-US","BD","BD-C","Dhaka","/popular-areas/banasree/pasta-club-south-banasree","","","","","","","","","","","","","","","","",1,"","","","2023-05-01 04:30:12","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","be710dd8-6491-509b-851e-5d82a578af9d","7924e0f8-c970-44e6-932b-e9f2adbcabaa","7f3c7513-6bc7-4b7d-a00c-c2a5044445e2","dev.offerkhao.com","chrome","Android OS","tablet","501x1086","en-US","BD","BD-C","Dhaka","/popular-areas/banasree/pasta-club-south-banasree","","","","","","","","","","","","","","","","",1,"","","","2023-05-01 04:30:13","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","2f497f3c-64e9-50ee-9fd6-5a9df4cdcf87","397dd951-6c15-4be0-8b2a-00672f659e7f","a7d1f2c1-06a1-4d35-a3bc-8c2b6526766b","dev.offerkhao.com","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/popular-areas/gulshan","","","","","","","/","","","","","","","","","",1,"","","","2023-05-01 17:08:05","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","2f497f3c-64e9-50ee-9fd6-5a9df4cdcf87","397dd951-6c15-4be0-8b2a-00672f659e7f","81e88825-bc74-4a5f-a5ff-d545331c118a","dev.offerkhao.com","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/popular-areas/gulshan","","","","","","","/","","","","","","","","","",1,"","","","2023-05-01 17:09:18","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","2f497f3c-64e9-50ee-9fd6-5a9df4cdcf87","397dd951-6c15-4be0-8b2a-00672f659e7f","49137033-3b26-4854-94e6-7ccab3f807df","dev.offerkhao.com","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/popular-areas/gulshan","","","","","","","/","","","","","","","","","",1,"","","","2023-05-01 17:09:23","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","0ee5ec95-258e-59d0-85d4-c67976839867","bd7ef220-70a4-4e29-bcb9-148827b7d953","960b9e7f-7f93-46bb-a0d1-0c0cdfd365f5","dev.offerkhao.com","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/popular-areas/khilgaon","","","","","","","/","","","","","","","","","",1,"","","","2023-05-01 17:16:24","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","be710dd8-6491-509b-851e-5d82a578af9d","7924e0f8-c970-44e6-932b-e9f2adbcabaa","69354c60-3d40-4ac5-a9ed-d010af89914c","dev.offerkhao.com","chrome","Android OS","tablet","501x1086","en-US","BD","BD-C","Dhaka","/popular-areas/wari","","","","","","","/","","","","","","","","","",1,"","","","2023-05-01 04:30:54","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","be710dd8-6491-509b-851e-5d82a578af9d","7924e0f8-c970-44e6-932b-e9f2adbcabaa","0f642a96-5dcd-45e9-9d60-ac9109f8f08f","dev.offerkhao.com","chrome","Android OS","tablet","501x1086","en-US","BD","BD-C","Dhaka","/popular-areas/wari","","","","","","","/","","","","","","","","","",1,"","","","2023-05-01 04:31:05","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","00cb6ef0-254d-5e03-be93-a357af324717","a5cbca79-0e96-43d6-b3a0-313f41fabb18","ab5357a1-65c6-44c1-b340-61a57e9d43bc","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/popular-areas/wari","","","","","","","/","","","","","","","","","",1,"","","","2023-05-01 17:09:34","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","be710dd8-6491-509b-851e-5d82a578af9d","7924e0f8-c970-44e6-932b-e9f2adbcabaa","3e57f5f3-8dda-44db-a90f-8cb1f4dbbb2a","dev.offerkhao.com","chrome","Android OS","tablet","501x1086","en-US","BD","BD-C","Dhaka","/popular-areas/wari/burger-xpress-~-wari","","","","","","","/popular-areas/wari","","","","","","","","","",1,"","","","2023-05-01 04:30:55","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","de94e63f-1b73-56c0-9c21-1d1a5fad0421","a5be250b-e12c-41b5-ad33-9fe8b6454899","53bf3713-3f24-400a-8230-85ded80d1611","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/popular-areas/banasree","","","","","","","/","","","","","","","","","",1,"","","","2023-04-24 16:44:09","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","de94e63f-1b73-56c0-9c21-1d1a5fad0421","a5be250b-e12c-41b5-ad33-9fe8b6454899","e36887e1-36fb-4147-b7d5-da209650369b","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/popular-areas/banasree","","","","","","","/popular-areas/banasree/alkaderia-restaurant,-banasree","","","","","","","","","",1,"","","","2023-04-24 16:51:37","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","de94e63f-1b73-56c0-9c21-1d1a5fad0421","a5be250b-e12c-41b5-ad33-9fe8b6454899","0f77f127-1562-43de-be2b-7558964455d9","localhost","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/popular-areas/banasree/alkaderia-restaurant,-banasree","","","","","","","/popular-areas/banasree","","","","","","","","","",1,"","","","2023-04-24 16:51:35","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","5d66b5e2-0341-5ef7-8fd6-dfd7701f1bb6","f629d891-4377-485b-8a75-c923a4ccfb8b","8d3ede81-09fe-4c5e-89e7-6a1ab48aec22","offerkhao.onrender.com","ios","iOS","mobile","414x886","en-US","US","US-NY","New York","/","","","","","","","","","","","","","","","","",1,"","","","2023-06-22 19:52:39","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","0ee5ec95-258e-59d0-85d4-c67976839867","ba683df6-3e33-45f9-a201-3d35d0671b7f","9bfc0252-562b-446c-bbb1-2ffc14966b2f","dev.offerkhao.com","chrome","Linux","desktop","1920x1080","en-US","BD","BD-C","Dhaka","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-02 05:37:32","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","84eb4403-fc43-525a-be10-391f24c37526","e760cdb5-db38-4273-bb15-c17ad550aa8b","32dffabc-343e-44cc-9ea3-bbb5c43a1a93","localhost","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-02 15:39:45","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","84eb4403-fc43-525a-be10-391f24c37526","e760cdb5-db38-4273-bb15-c17ad550aa8b","d6919702-0c14-4d4d-9ac9-643b4c971a33","localhost","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-02 15:41:22","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","84eb4403-fc43-525a-be10-391f24c37526","e760cdb5-db38-4273-bb15-c17ad550aa8b","63cbb847-a92f-4eff-9277-c3a50ff10b60","localhost","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-02 15:44:52","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","84eb4403-fc43-525a-be10-391f24c37526","e760cdb5-db38-4273-bb15-c17ad550aa8b","a57a436e-415b-4ac3-aff0-cb78be20bd80","localhost","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-02 15:45:12","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","84eb4403-fc43-525a-be10-391f24c37526","e760cdb5-db38-4273-bb15-c17ad550aa8b","9f927824-e52a-4209-b787-5aecced8b75e","localhost","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-02 15:47:52","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","84eb4403-fc43-525a-be10-391f24c37526","e760cdb5-db38-4273-bb15-c17ad550aa8b","d4123c27-5d5e-4b35-8b7c-39723c2bd97f","localhost","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-02 15:48:20","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","84eb4403-fc43-525a-be10-391f24c37526","e760cdb5-db38-4273-bb15-c17ad550aa8b","31e9078c-b257-4180-b09e-dadc930a9298","localhost","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-02 15:49:35","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","d18c30c4-94b6-5fca-b2e4-e52d54d8fe88","b498ecc2-247a-4bbf-95bc-65762c5ea9a3","9e41ee72-df41-4f16-80df-848cf1c872a2","localhost","chrome","Android OS","tablet","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-02 15:50:41","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","d18c30c4-94b6-5fca-b2e4-e52d54d8fe88","b498ecc2-247a-4bbf-95bc-65762c5ea9a3","b80aa517-72ab-49ff-9a21-8242922ec472","localhost","chrome","Android OS","tablet","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","/request-feature","","","","","","","","","",1,"","","","2023-05-02 15:51:22","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","84eb4403-fc43-525a-be10-391f24c37526","e760cdb5-db38-4273-bb15-c17ad550aa8b","941bcfd8-7cbe-4320-9763-663cf076580a","localhost","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","/","","localhost","","","","","","","",1,"","","","2023-05-02 15:52:11","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","2f497f3c-64e9-50ee-9fd6-5a9df4cdcf87","c243c5e5-17c0-4585-953b-4a32c16cd65c","089cfa6d-2391-4e19-a3a8-558433050372","dev.offerkhao.com","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","/popular-areas/baily-road","","","","","","","","","",1,"","","","2023-05-02 15:52:54","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","2f497f3c-64e9-50ee-9fd6-5a9df4cdcf87","c243c5e5-17c0-4585-953b-4a32c16cd65c","a91bd8a3-fb67-4fa9-96eb-efc345979577","dev.offerkhao.com","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","/popular-areas/bashundhara-ra","","","","","","","","","",1,"","","","2023-05-02 15:53:01","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","84eb4403-fc43-525a-be10-391f24c37526","e760cdb5-db38-4273-bb15-c17ad550aa8b","db21256e-b5c6-454e-86dc-0e0ba2bd8db4","localhost","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","/","","localhost","","","","","","","",1,"","","","2023-05-02 15:55:00","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","84eb4403-fc43-525a-be10-391f24c37526","e760cdb5-db38-4273-bb15-c17ad550aa8b","47e8089e-e81f-48c8-a788-0668044ffab2","localhost","safari","Mac OS","laptop","1470x956","en-GB","BD","BD-C","Mirpur","/","","","","","","","","","","","","","","","","",1,"","","","2023-05-02 15:56:12","00000000-0000-0000-0000-000000000000"
"6cab8d4c-c109-484d-be07-d16ee8ad45fc","d18c30c4-94b6-5fca-b2e4-e52d54d8fe88","1bb41c24-0a76-4c82-8490-713b18992df6","bdf1236b-5970-406e-9a00-614e508e55c5","localhost","chrome","Android OS","mobile","400x709","en-GB","BD","BD-C","Mirpur","/","","","","","","","/popular-areas/wari/burger-xpress-~-wari","","","","","","","","","",1,"","","","2023-05-02 16:01:27","00000000-0000-0000-0000-000000000000"
